log: 1, 7, 8, 10, 4, 10, 1, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7
log: 1, 7, 8, 4, 10, 10, 1, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7
log: 1, 7, 8, 4, 10, 1, 10, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7
log: 1, 7, 8, 4, 10, 1, 6, 10, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7
log: 1, 7, 8, 4, 10, 1, 6, 8, 10, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7
log: 1, 7, 8, 4, 10, 1, 6, 8, 2, 10, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7
log: 1, 7, 8, 4, 10, 1, 6, 8, 2, 10, 8, 10, 6, 9, 10, 9, 9, 4, 10, 7
log: 1, 7, 8, 4, 10, 1, 6, 8, 2, 10, 8, 6, 10, 9, 10, 9, 9, 4, 10, 7
log: 1, 7, 8, 4, 10, 1, 6, 8, 2, 10, 8, 6, 9, 10, 10, 9, 9, 4, 10, 7
log: 1, 7, 8, 4, 10, 1, 6, 8, 2, 10, 8, 6, 9, 10, 9, 10, 9, 4, 10, 7
log: 1, 7, 8, 4, 10, 1, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 10, 4, 10, 7
log: 1, 7, 8, 4, 10, 1, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 10, 7
log: 1, 7, 8, 4, 10, 1, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7, 10
log: 1, 7, 4, 8, 10, 1, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7, 10
log: 1, 7, 4, 8, 1, 10, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7, 10
log: 1, 7, 4, 8, 1, 6, 10, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7, 10
log: 1, 7, 4, 8, 1, 6, 8, 10, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7, 10
log: 1, 7, 4, 8, 1, 6, 8, 2, 10, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7, 10
log: 1, 7, 4, 8, 1, 6, 8, 2, 10, 8, 10, 6, 9, 10, 9, 9, 4, 10, 7, 10
log: 1, 7, 4, 8, 1, 6, 8, 2, 10, 8, 6, 10, 9, 10, 9, 9, 4, 10, 7, 10
log: 1, 7, 4, 8, 1, 6, 8, 2, 10, 8, 6, 9, 10, 10, 9, 9, 4, 10, 7, 10
log: 1, 7, 4, 8, 1, 6, 8, 2, 10, 8, 6, 9, 10, 9, 10, 9, 4, 10, 7, 10
log: 1, 7, 4, 8, 1, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 10, 4, 10, 7, 10
log: 1, 7, 4, 8, 1, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 10, 7, 10
log: 1, 7, 4, 8, 1, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7, 10, 10
log: 1, 4, 7, 8, 1, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7, 10, 10
log: 1, 4, 7, 1, 8, 6, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7, 10, 10
log: 1, 4, 7, 1, 6, 8, 8, 2, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7, 10, 10
log: 1, 4, 7, 1, 6, 8, 2, 8, 10, 8, 6, 9, 10, 9, 9, 4, 10, 7, 10, 10
log: 1, 4, 7, 1, 6, 8, 2, 8, 8, 10, 6, 9, 10, 9, 9, 4, 10, 7, 10, 10
log: 1, 4, 7, 1, 6, 8, 2, 8, 8, 6, 10, 9, 10, 9, 9, 4, 10, 7, 10, 10
log: 1, 4, 7, 1, 6, 8, 2, 8, 8, 6, 9, 10, 10, 9, 9, 4, 10, 7, 10, 10
